game_id,date,season,home_team,away_team,home_score,away_score,total_score,point_diff,home_won,home_wins_l10,away_wins_l10,home_total_l10,away_total_l10,home_plus_minus_l10,away_plus_minus_l10,plus_minus_diff,home_ppg_l10,away_ppg_l10,ppg_diff,home_opp_ppg_l10,away_opp_ppg_l10,opp_ppg_diff,home_apg_l10,away_apg_l10,home_tov_l10,away_tov_l10,home_rpg_l10,away_rpg_l10,home_blk_l10,away_blk_l10,home_stl_l10,away_stl_l10,home_rest_days,away_rest_days,rest_days_diff,is_back_to_back_home,is_back_to_back_away,home_top3_avg_ppg,away_top3_avg_ppg,home_top5_avg_ppg,away_top5_avg_ppg,home_top6_avg_ppg,away_top6_avg_ppg,home_top5_avg_mpg,away_top5_avg_mpg,home_top6_avg_mpg,away_top6_avg_mpg,home_top3_avg_apg,away_top3_avg_apg,home_top5_avg_apg,away_top5_avg_apg,home_top6_avg_apg,away_top6_avg_apg,home_top3_avg_rpg,away_top3_avg_rpg,home_top5_avg_rpg,away_top5_avg_rpg,home_top6_avg_rpg,away_top6_avg_rpg,home_top3_avg_blk,away_top3_avg_blk,home_top5_avg_blk,away_top5_avg_blk,home_top6_avg_blk,away_top6_avg_blk,home_top3_avg_stl,away_top3_avg_stl,home_top5_avg_stl,away_top5_avg_stl,home_top6_avg_stl,away_top6_avg_stl,home_top3_avg_tov,away_top3_avg_tov,home_top5_avg_tov,away_top5_avg_tov,home_top6_avg_tov,away_top6_avg_tov,home_top6_total_plusminus,away_top6_total_plusminus,home_depth_variance,away_depth_variance,home_player1_ppg,home_player1_apg,home_player1_rpg,home_player1_blk,home_player1_stl,home_player1_tov,home_player2_ppg,home_player2_apg,home_player2_rpg,home_player2_blk,home_player2_stl,home_player2_tov,home_player3_ppg,home_player3_apg,home_player3_rpg,home_player3_blk,home_player3_stl,home_player3_tov,home_player4_ppg,home_player4_apg,home_player4_rpg,home_player4_blk,home_player4_stl,home_player4_tov,home_player5_ppg,home_player5_apg,home_player5_rpg,home_player5_blk,home_player5_stl,home_player5_tov,away_player1_ppg,away_player1_apg,away_player1_rpg,away_player1_blk,away_player1_stl,away_player1_tov,away_player2_ppg,away_player2_apg,away_player2_rpg,away_player2_blk,away_player2_stl,away_player2_tov,away_player3_ppg,away_player3_apg,away_player3_rpg,away_player3_blk,away_player3_stl,away_player3_tov,away_player4_ppg,away_player4_apg,away_player4_rpg,away_player4_blk,away_player4_stl,away_player4_tov,away_player5_ppg,away_player5_apg,away_player5_rpg,away_player5_blk,away_player5_stl,away_player5_tov,home_fg_pct_l10,away_fg_pct_l10,home_fg3_pct_l10,away_fg3_pct_l10
22200127,2022-11-04,2022-23,DAL,TOR,111,110,221,1.0,1,6.0,6.0,219.8,224.1,5.8,5.1,0.7000000000000002,112.8,114.6,-1.7999999999999972,107.0,109.5,-2.5,20.8,23.4,14.0,11.6,40.4,45.3,4.5,5.5,9.2,10.9,1.0,1.0,0.0,0,0,17.651851851851852,14.62179487179487,13.216825396825396,15.223076923076922,13.880687830687831,14.326923076923075,26.48569576719576,27.8814626068376,26.174440917107578,26.935428240740734,4.374074074074074,2.183760683760684,2.833015873015873,2.5935897435897437,2.5108465608465607,2.3792735042735047,4.451851851851852,4.25,3.7825396825396824,5.2,4.552116402116401,5.538461538461539,0.4888888888888889,0.5555555555555556,0.39904761904761904,0.675,0.43253968253968256,0.6009615384615384,1.3222222222222222,1.4166666666666667,1.0676190476190475,1.2416666666666667,0.923015873015873,1.0603632478632479,1.837037037037037,1.5641025641025639,1.3650793650793651,1.5551282051282052,1.5042328042328041,1.4754273504273503,18.03968253968254,17.567307692307693,10.130940333701286,4.455894602960108,13.3,4.3,2.2,0.3,1.5,1.6,32.55555555555556,8.222222222222221,7.555555555555555,0.6666666666666666,1.6666666666666667,3.111111111111111,7.1,0.6,3.6,0.5,0.8,0.8,6.428571428571429,0.14285714285714285,2.857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,6.7,0.9,2.7,0.1,0.8,0.6,13.615384615384615,1.3846153846153846,5.0,1.0,2.0,1.6923076923076923,13.166666666666666,3.75,5.5,0.5833333333333334,0.8333333333333334,2.1666666666666665,17.083333333333332,1.4166666666666667,2.25,0.08333333333333333,1.4166666666666667,0.8333333333333334,21.75,5.666666666666667,8.5,0.5833333333333334,1.0833333333333333,2.5833333333333335,10.5,0.75,4.75,1.125,0.875,0.5,0.4673,0.4505,0.3488,0.3579
22200141,2022-11-06,2022-23,TOR,CHI,113,104,217,9.0,1,6.0,5.0,224.9,222.4,6.7,2.0,4.7,115.8,112.2,3.5999999999999943,109.1,110.2,-1.1000000000000085,24.0,23.5,12.1,14.8,45.0,43.7,5.5,5.1,10.3,8.8,1.0,1.0,0.0,0,0,13.057142857142857,17.412087912087912,10.850158730158729,13.532967032967033,11.823850223850224,12.741758241758243,24.887999063899066,27.264472527472527,26.124465031881698,25.78406440781441,3.7959706959706963,3.4633699633699635,2.518852258852259,2.9494505494505496,2.3169922669922673,2.600732600732601,4.855311355311355,6.423076923076923,4.586202686202686,5.039560439560439,4.167989417989418,4.866300366300366,0.6223443223443224,0.5164835164835164,0.8384859584859583,0.567032967032967,0.7115588115588114,0.5915750915750916,1.8201465201465201,0.934065934065934,1.3047863247863247,0.989010989010989,1.3180911680911682,1.0265567765567767,1.913919413919414,1.8974358974358976,1.4086691086691085,1.7384615384615387,1.3277370777370778,1.6153846153846156,17.805860805860807,11.796703296703296,4.393515326842686,6.677445197304105,13.0,4.230769230769231,5.923076923076923,0.5384615384615384,0.8461538461538461,2.3846153846153846,11.6,5.8,3.5,0.4,2.4,1.5,14.571428571428571,1.3571428571428572,5.142857142857143,0.9285714285714286,2.2142857142857144,1.8571428571428572,3.857142857142857,0.42857142857142855,3.142857142857143,1.2142857142857142,0.2857142857142857,0.8571428571428571,11.222222222222221,0.7777777777777778,5.222222222222222,1.1111111111111112,0.7777777777777778,0.4444444444444444,11.692307692307692,3.076923076923077,3.923076923076923,0.38461538461538464,0.7692307692307693,1.4615384615384615,24.615384615384617,4.384615384615385,3.8461538461538463,0.3076923076923077,1.4615384615384615,2.230769230769231,15.928571428571429,2.9285714285714284,11.5,0.8571428571428571,0.5714285714285714,2.0,6.214285714285714,3.5,2.642857142857143,0.7142857142857143,1.4285714285714286,1.4285714285714286,9.214285714285714,0.8571428571428571,3.2857142857142856,0.5714285714285714,0.7142857142857143,1.5714285714285714,0.45940000000000003,0.4554,0.36869999999999997,0.38029999999999997
22200144,2022-11-07,2022-23,CHA,WAS,100,108,208,-8.0,0,3.0,4.0,224.4,219.1,-4.4,-5.3,0.8999999999999995,110.0,106.9,3.0999999999999943,114.4,112.2,2.200000000000003,26.5,23.7,15.4,13.6,46.0,43.5,6.2,5.9,7.4,6.0,1.0,0.0,1.0,0,1,14.214743589743591,14.414529914529917,13.380274725274727,12.848717948717951,12.694673382173384,11.373931623931625,27.092086782661784,26.838542735042733,25.65359083740334,24.595081908831904,3.6955128205128207,3.051282051282051,2.7763553113553114,2.6307692307692307,2.44696275946276,2.497863247863248,4.019230769230769,5.784188034188034,4.1896336996337,5.0858974358974365,4.613583638583639,4.738247863247864,0.8237179487179488,0.75,0.658992673992674,0.5884615384615385,0.6713827838827839,0.545940170940171,1.044871794871795,0.6346153846153846,1.1383516483516485,0.5807692307692307,0.9708485958485961,0.6784188034188033,1.8525641025641024,1.455128205128205,1.5658241758241758,1.3807692307692307,1.4492979242979243,1.2061965811965811,-19.209432234432235,-12.865384615384615,4.259445115098865,5.317446856290323,18.875,4.625,4.75,0.625,0.75,2.25,9.538461538461538,4.846153846153846,3.230769230769231,0.6153846153846154,1.6923076923076923,1.7692307692307692,14.23076923076923,1.6153846153846154,4.076923076923077,1.2307692307692308,0.6923076923076923,1.5384615384615385,15.857142857142858,0.9285714285714286,4.357142857142857,0.35714285714285715,1.3571428571428572,1.0714285714285714,8.4,1.8666666666666667,4.533333333333333,0.4666666666666667,1.2,1.2,8.76923076923077,5.0,3.076923076923077,0.23076923076923078,1.0,0.8461538461538461,15.307692307692308,2.1538461538461537,6.6923076923076925,0.7692307692307693,0.15384615384615385,1.7692307692307692,19.166666666666668,2.0,7.583333333333333,1.25,0.75,1.75,9.384615384615385,2.923076923076923,2.5384615384615383,0.23076923076923078,0.6923076923076923,1.0769230769230769,11.615384615384615,1.0769230769230769,5.538461538461538,0.46153846153846156,0.3076923076923077,1.4615384615384615,0.4447,0.4681,0.3615,0.31589999999999996
22200151,2022-11-07,2022-23,CHI,TOR,111,97,208,14.0,1,4.0,6.0,221.7,219.5,0.3,7.3,-7.0,111.0,113.4,-2.4000000000000057,110.7,106.1,4.6000000000000085,23.9,24.6,15.0,11.8,43.7,44.5,5.5,5.8,8.1,10.7,0.0,0.0,0.0,1,1,19.150793650793652,14.898845598845599,15.089523809523811,12.491688311688312,14.11031746031746,11.131962481962482,28.953992063492063,27.86273275613276,27.067929894179894,25.988851370851375,3.6825396825396823,2.9845598845598844,3.6238095238095243,2.7402597402597406,3.531746031746032,2.4502164502164505,6.1873015873015875,3.6597402597402593,5.123809523809524,4.118701298701298,4.51984126984127,3.7655844155844154,0.4412698412698413,0.4561327561327561,0.4961904761904763,0.6803463203463204,0.44920634920634933,0.566955266955267,0.9873015873015873,1.935209235209235,1.0285714285714287,1.3858874458874457,0.9047619047619048,1.5437950937950937,2.287301587301587,1.3705627705627705,1.9799999999999998,1.4670995670995672,1.852380952380952,1.2225829725829727,8.376190476190477,16.704329004329004,6.476660638862451,5.386732035631642,24.285714285714285,4.214285714285714,3.9285714285714284,0.35714285714285715,1.4285714285714286,2.4285714285714284,16.066666666666666,3.1333333333333333,11.533333333333333,0.8666666666666667,0.5333333333333333,2.1333333333333333,17.1,3.7,3.1,0.1,1.0,2.3,6.066666666666666,4.0,3.2,0.8,1.4666666666666666,1.4666666666666666,11.928571428571429,3.0714285714285716,3.857142857142857,0.35714285714285715,0.7142857142857143,1.5714285714285714,15.066666666666666,1.4666666666666666,5.2,0.9333333333333333,2.2666666666666666,1.8,13.272727272727273,6.2727272727272725,3.6363636363636362,0.36363636363636365,2.1818181818181817,1.4545454545454546,16.357142857142858,1.2142857142857142,2.142857142857143,0.07142857142857142,1.3571428571428572,0.8571428571428571,13.428571428571429,4.214285714285714,6.214285714285714,0.5,0.8571428571428571,2.357142857142857,4.333333333333333,0.5333333333333333,3.4,1.5333333333333334,0.26666666666666666,0.8666666666666667,0.45680000000000004,0.4567,0.38029999999999997,0.37160000000000004
22200146,2022-11-07,2022-23,DET,OKC,112,103,215,9.0,1,2.0,5.0,226.2,223.0,-11.6,-0.6,-11.0,107.3,111.2,-3.9000000000000057,118.9,111.8,7.1000000000000085,21.3,23.9,14.8,12.6,42.5,44.2,3.5,5.5,6.4,9.2,2.0,1.0,1.0,0,0,16.192307692307693,15.833333333333334,15.62087912087912,15.113636363636363,14.117399267399266,14.713744588744587,29.95033516483516,26.254793434343433,28.521001526251524,25.925542147667148,3.6556776556776556,3.5583333333333336,2.7021978021978024,3.800151515151515,2.301831501831502,3.6310786435786433,4.853479853479854,3.65,5.363736263736264,4.052121212121213,5.8531135531135545,3.745815295815296,0.3644688644688645,0.5083333333333334,0.4043956043956044,0.4822727272727273,0.5203296703296704,0.44951298701298703,1.0293040293040294,1.45,0.7945054945054946,1.3018181818181818,0.6787545787545787,1.2038961038961038,2.58974358974359,1.9166666666666667,2.1076923076923078,2.018181818181818,1.9564102564102563,1.8484848484848484,-46.650549450549455,3.449025974025974,4.309483279668809,8.282053260489894,16.214285714285715,1.5714285714285714,5.0,0.2857142857142857,0.8571428571428571,1.7142857142857142,18.285714285714285,5.857142857142857,5.714285714285714,0.5,1.0,3.2857142857142856,14.076923076923077,3.5384615384615383,3.8461538461538463,0.3076923076923077,1.2307692307692308,2.769230769230769,17.384615384615383,1.6153846153846154,3.6153846153846154,0.0,0.38461538461538464,1.7692307692307692,12.142857142857142,0.9285714285714286,8.642857142857142,0.9285714285714286,0.5,1.0,30.5,5.875,4.25,1.125,2.25,3.25,10.9,3.3,2.4,0.1,1.5,2.0,6.1,1.5,4.3,0.3,0.6,0.5,14.25,2.4166666666666665,3.5833333333333335,0.25,1.25,1.25,13.818181818181818,5.909090909090909,5.7272727272727275,0.6363636363636364,0.9090909090909091,3.090909090909091,0.42679999999999996,0.449,0.3396,0.28440000000000004
22200147,2022-11-07,2022-23,IND,NOP,129,122,251,7.0,1,4.0,6.0,233.6,231.1,-2.4,5.5,-7.9,115.6,118.3,-2.700000000000003,118.0,112.8,5.200000000000003,28.0,28.1,15.3,14.3,44.0,46.5,6.8,4.0,6.6,8.8,2.0,1.0,1.0,0,0,16.147144522144522,19.126262626262626,14.965209790209789,15.797125097125098,14.137674825174825,15.446322196322198,25.481790404040403,28.637013856513857,24.968799695674694,27.703366247949578,4.699009324009324,4.565656565656565,3.9719696969696967,3.4111888111888105,3.4510003885003884,3.252913752913752,5.218822843822843,5.0227272727272725,4.333857808857809,4.5606449106449105,4.803855866355867,5.326178451178451,1.0285547785547784,0.47979797979797983,0.6825174825174825,0.4827505827505828,0.6713286713286714,0.47921522921522924,0.8295454545454545,0.9974747474747475,0.7067016317016317,1.042929292929293,0.6273795648795649,0.9332103082103084,2.3796620046620047,2.3510101010101008,2.0765151515151516,1.7883838383838384,1.9355574980574979,1.7339096089096089,-10.463869463869464,32.38189588189588,5.814920103151,4.621075936128971,11.875,2.125,6.125,2.75,0.125,2.125,16.384615384615383,3.1538461538461537,5.076923076923077,0.15384615384615385,1.0,1.9230769230769231,20.181818181818183,8.818181818181818,4.454545454545454,0.18181818181818182,1.3636363636363635,3.090909090909091,6.0,3.9166666666666665,2.1666666666666665,0.25,0.5833333333333334,1.1666666666666667,20.384615384615383,1.8461538461538463,3.8461538461538463,0.07692307692307693,0.46153846153846156,2.076923076923077,21.166666666666668,4.5,4.666666666666667,0.8333333333333334,0.8333333333333334,2.6666666666666665,17.666666666666668,5.833333333333333,4.583333333333333,0.3333333333333333,1.25,1.75,18.545454545454547,3.3636363636363638,5.818181818181818,0.2727272727272727,0.9090909090909091,2.6363636363636362,8.222222222222221,1.6666666666666667,2.888888888888889,0.6666666666666666,1.2222222222222223,0.8888888888888888,13.384615384615385,1.6923076923076923,4.846153846153846,0.3076923076923077,1.0,1.0,0.44889999999999997,0.4835,0.3625,0.37829999999999997
22200145,2022-11-07,2022-23,ORL,HOU,127,134,261,-7.0,0,2.0,1.0,224.3,225.0,-4.3,-9.0,4.7,110.0,108.0,2.0,114.3,117.0,-2.700000000000003,20.6,20.1,16.2,16.8,46.2,45.7,5.9,4.4,6.5,7.6,1.0,1.0,0.0,0,0,15.282264957264957,17.19047619047619,13.950311355311353,15.327272727272728,13.191926129426129,14.73939393939394,27.964199145299148,28.36939437229437,26.806184472934476,28.641550865800863,3.6955128205128207,3.395238095238095,3.0563553113553112,2.8631168831168834,2.691407203907204,2.535930735930736,4.226282051282052,3.895238095238095,4.7405311355311355,4.948831168831168,5.094887057387058,5.174025974025974,0.4303418803418803,0.27619047619047615,0.4096336996336996,0.44363636363636355,0.6413614163614163,0.553030303030303,1.2762820512820512,0.9952380952380953,1.0286263736263734,0.8451948051948053,0.9238553113553113,0.7376623376623378,2.988461538461538,2.3380952380952382,2.3340293040293036,2.063896103896104,2.156135531135531,1.9199134199134198,-6.541666666666667,-14.34155844155844,4.472232376653474,3.979422671853211,19.933333333333334,3.0,7.4,0.7333333333333333,0.8,2.6,9.375,3.625,1.125,0.25,1.875,3.75,16.53846153846154,4.461538461538462,4.153846153846154,0.3076923076923077,1.1538461538461537,2.6153846153846154,9.571428571428571,0.9285714285714286,2.357142857142857,0.35714285714285715,0.7142857142857143,0.5714285714285714,14.333333333333334,3.2666666666666666,8.666666666666666,0.4,0.6,2.1333333333333333,18.857142857142858,4.785714285714286,6.0,0.21428571428571427,1.5,3.142857142857143,20.214285714285715,2.5,3.7857142857142856,0.21428571428571427,0.7857142857142857,2.0714285714285716,12.5,2.9,1.9,0.4,0.7,1.8,14.636363636363637,2.272727272727273,8.272727272727273,0.8181818181818182,0.45454545454545453,2.090909090909091,10.428571428571429,1.8571428571428572,4.785714285714286,0.5714285714285714,0.7857142857142857,1.2142857142857142,0.47059999999999996,0.4239,0.3094,0.3423
22200159,2022-11-09,2022-23,CHA,POR,95,105,200,-10.0,0,2.0,7.0,222.1,218.7,-7.9,0.9,-8.8,107.1,109.8,-2.700000000000003,115.0,108.9,6.099999999999994,26.6,23.2,15.0,17.1,45.4,43.7,5.9,4.3,7.5,6.9,1.0,1.0,0.0,0,0,14.697883597883598,16.996031746031747,13.368730158730159,13.64004329004329,12.546858465608466,12.266702741702742,27.084524933862433,28.1555119047619,26.613510361552027,25.75275992063492,3.5825396825396822,4.112433862433862,3.1745238095238095,3.228672438672439,2.947519841269841,2.9238936988936985,4.015343915343916,4.804232804232805,4.7984920634920645,4.293448773448773,4.779993386243387,3.9445406445406443,0.5582010582010581,0.2619047619047619,0.6884920634920635,0.4274458874458874,0.6674933862433862,0.3562049062049062,1.1682539682539683,0.8015873015873015,0.9848809523809523,0.9148917748917749,1.0394841269841268,0.7957431457431458,1.6677248677248677,2.5171957671957674,1.6006349206349206,1.9418326118326121,1.5317791005291006,1.7848605098605101,-25.99186507936508,-1.3417748917748917,4.713328894564865,7.619942318110378,16.133333333333333,0.8666666666666667,4.133333333333334,0.3333333333333333,1.2666666666666666,1.0666666666666667,18.88888888888889,4.666666666666667,4.555555555555555,0.5555555555555556,0.6666666666666666,2.2222222222222223,9.071428571428571,5.214285714285714,3.357142857142857,0.7857142857142857,1.5714285714285714,1.7142857142857142,15.0,1.5,4.071428571428571,1.1428571428571428,0.8571428571428571,1.5,7.75,3.625,7.875,0.625,0.5625,1.5,24.333333333333332,4.777777777777778,3.888888888888889,0.3333333333333333,0.6666666666666666,3.4444444444444446,7.571428571428571,4.142857142857143,8.357142857142858,0.2857142857142857,1.0714285714285714,1.8571428571428572,19.083333333333332,3.4166666666666665,2.1666666666666665,0.16666666666666666,0.6666666666666666,2.25,9.666666666666666,0.5333333333333333,2.6,0.5333333333333333,0.5333333333333333,1.0666666666666667,7.545454545454546,3.272727272727273,4.454545454545454,0.8181818181818182,1.6363636363636365,1.0909090909090908,0.43520000000000003,0.4687,0.3323,0.3988
22200166,2022-11-09,2022-23,CHI,NOP,111,115,226,-4.0,0,5.0,5.0,222.3,233.1,1.9,3.9,-2.0,112.1,118.5,-6.400000000000006,110.2,114.6,-4.3999999999999915,25.0,28.0,15.9,14.3,44.8,45.8,5.9,3.9,8.0,8.7,1.0,1.0,0.0,0,0,19.17979797979798,19.484126984126984,15.794545454545453,16.23333333333333,14.706565656565656,15.049999999999997,29.16357487373737,27.917542246642245,27.32473832070707,26.797137057387058,3.8018939393939397,4.577533577533577,3.068636363636364,3.572234432234432,3.0571969696969696,3.299084249084249,6.2608585858585855,5.129731379731379,5.267348484848485,5.437838827838828,4.678345959595959,5.098199023199023,0.45391414141414144,0.547008547008547,0.5031818181818182,0.5539194139194139,0.4526515151515152,0.506043956043956,0.996969696969697,0.9816849816849818,0.8565151515151515,0.9004395604395604,0.7693181818181817,0.8503663003663003,2.419318181818182,2.305860805860806,2.0724242424242423,1.854945054945055,1.9381313131313131,1.7235653235653237,5.1863636363636365,20.45164835164835,5.5146614556388815,5.412921258737096,23.266666666666666,4.4,4.066666666666666,0.3333333333333333,1.4,2.4,18.272727272727273,3.8181818181818183,3.090909090909091,0.09090909090909091,1.0909090909090908,2.5454545454545454,16.0,3.1875,11.625,0.9375,0.5,2.3125,9.5,0.9375,3.6875,0.6875,0.625,1.4375,11.933333333333334,3.0,3.8666666666666667,0.4666666666666667,0.6666666666666666,1.6666666666666667,17.0,5.923076923076923,4.615384615384615,0.3076923076923077,1.2307692307692308,1.8461538461538463,22.285714285714285,4.142857142857143,4.857142857142857,1.0,0.7142857142857143,2.5714285714285716,19.166666666666668,3.6666666666666665,5.916666666666667,0.3333333333333333,1.0,2.5,13.714285714285714,2.4285714285714284,9.0,0.42857142857142855,0.35714285714285715,1.3571428571428572,9.0,1.7,2.8,0.7,1.2,1.0,0.46749999999999997,0.48460000000000003,0.3865,0.38380000000000003
22200161,2022-11-09,2022-23,ORL,DAL,94,87,181,7.0,1,2.0,7.0,228.2,220.0,-4.6,6.4,-11.0,111.8,113.2,-1.4000000000000057,116.4,106.8,9.600000000000009,21.2,20.4,16.4,14.3,45.1,39.7,5.8,4.4,6.7,9.2,1.0,1.0,0.0,0,0,12.166666666666666,17.03030303030303,10.166666666666668,13.034848484848487,10.064814814814815,11.890151515151517,24.020353174603176,28.842305555555555,23.933442460317462,26.983634259259258,3.1726190476190474,4.436868686868687,2.2035714285714283,2.978787878787879,2.484457671957672,2.662878787878788,5.425595238095238,4.502525252525253,4.118690476190476,3.9515151515151516,3.691501322751323,3.7373737373737375,0.3452380952380952,0.5681818181818182,0.30380952380952375,0.4575757575757575,0.29021164021164014,0.409090909090909,0.7113095238095237,1.2601010101010102,0.6401190476190476,1.1393939393939392,0.8297288359788361,1.1439393939393938,1.7529761904761905,2.005050505050505,1.3451190476190475,1.5863636363636364,1.7135251322751321,1.5441919191919193,-7.4625,17.015151515151516,5.063391871344578,10.782288888408372,14.375,3.1875,8.5625,0.375,0.5625,2.125,17.0,4.642857142857143,4.214285714285714,0.2857142857142857,1.0714285714285714,2.5714285714285716,5.125,1.6875,3.5,0.375,0.5,0.5625,10.333333333333334,1.0,2.4,0.4,0.7333333333333333,0.8,4.0,0.5,1.9166666666666667,0.08333333333333333,0.3333333333333333,0.6666666666666666,13.0,4.583333333333333,2.4166666666666665,0.25,1.4166666666666667,1.8333333333333333,33.09090909090909,7.818181818181818,7.454545454545454,0.7272727272727273,1.8181818181818181,3.3636363636363638,5.0,0.9090909090909091,3.6363636363636362,0.7272727272727273,0.5454545454545454,0.8181818181818182,8.333333333333334,0.5833333333333334,3.5833333333333335,0.4166666666666667,0.8333333333333334,1.25,5.75,1.0,2.6666666666666665,0.16666666666666666,1.0833333333333333,0.6666666666666666,0.4767,0.47640000000000005,0.3207,0.35910000000000003
